Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
10/02/2014, UCF, 127, 37, 101, 18, 6, 10, 90, 0, 0, 10, 14, 5, 0, 0, 1663, 17, Houston, 117, 33, 214, 43, 22, 11, 99, 0, 2, 20, 16, 6, 2, 1, 1937, 12
10/02/2014, Florida Atlantic, 158, 30, 225, 42, 19, 4, 40, 0, 1, 22, 14, 5, 2, 1, 1685, 10, Florida International, 185, 41, 160, 29, 18, 8, 51, 0, 0, 20, 14, 6, 1, 1, 1915, 38
10/02/2014, Arizona, 208, 55, 287, 31, 20, 9, 78, 0, 1, 29, 17, 9, 2, 1, 2012, 31, Oregon, 144, 41, 302, 33, 21, 10, 79, 0, 0, 25, 14, 4, 3, 2, 1588, 24
10/03/2014, Louisville, 178, 48, 174, 22, 12, 9, 75, 0, 1, 18, 16, 7, 0, 0, 2218, 28, Syracuse, 59, 25, 196, 37, 17, 7, 75, 0, 2, 14, 16, 5, 0, 0, 1382, 6
10/03/2014, San Diego State, 186, 45, 84, 24, 9, 7, 64, 0, 2, 17, 15, 6, 2, 1, 1850, 13, Fresno State, 172, 43, 143, 28, 14, 4, 37, 0, 1, 16, 18, 9, 1, 1, 1750, 24
10/03/2014, Utah State, 136, 46, 321, 25, 19, 12, 105, 0, 0, 22, 15, 5, 0, 0, 2271, 35, BYU, 154, 34, 271, 40, 18, 9, 60, 0, 3, 23, 13, 4, 1, 0, 1329, 20
10/04/2014, Florida, 156, 48, 76, 27, 13, 5, 45, 0, 3, 16, 20, 7, 0, 0, 1890, 10, Tennessee, 28, 29, 205, 39, 26, 8, 49, 0, 2, 12, 17, 5, 1, 1, 1710, 9
10/04/2014, Texas A&M, 161, 31, 365, 62, 37, 5, 38, 0, 3, 28, 17, 5, 3, 1, 1781, 31, Mississippi State, 289, 51, 270, 26, 20, 3, 20, 0, 0, 26, 11, 5, 0, 0, 1819, 48
10/04/2014, SMU, 51, 18, 339, 67, 42, 2, 15, 0, 1, 25, 17, 4, 6, 5, 1877, 24, East Carolina, 171, 33, 410, 41, 31, 5, 53, 0, 0, 30, 10, 6, 1, 0, 1723, 45
10/04/2014, Iowa State, 122, 33, 200, 39, 17, 3, 45, 0, 0, 17, 20, 10, 1, 0, 1813, 20, Oklahoma State, 129, 42, 271, 41, 26, 7, 40, 0, 2, 25, 19, 10, 1, 1, 1787, 37
10/04/2014, Purdue, 349, 45, 202, 20, 15, 6, 64, 0, 0, 19, 14, 7, 2, 1, 1960, 38, Illinois, 65, 25, 450, 53, 36, 2, 20, 0, 1, 26, 16, 11, 2, 0, 1640, 27
10/04/2014, Marshall, 354, 50, 237, 27, 21, 6, 54, 0, 2, 28, 11, 8, 2, 1, 1874, 56, Old Dominion, 201, 42, 85, 25, 10, 1, 9, 0, 1, 15, 16, 5, 3, 0, 1726, 14
10/04/2014, Southern Mississippi, 111, 34, 426, 55, 36, 6, 48, 0, 1, 30, 19, 12, 0, 0, 1934, 31, Middle Tennessee, 239, 39, 344, 27, 22, 6, 49, 0, 0, 22, 12, 6, 2, 1, 1666, 37
10/04/2014, Ohio State, 269, 53, 264, 24, 19, 7, 66, 0, 0, 26, 14, 8, 2, 0, 2196, 52, Maryland, 66, 24, 244, 40, 24, 2, 23, 0, 4, 17, 13, 5, 1, 1, 1404, 24
10/04/2014, Ball State, 157, 25, 173, 26, 18, 4, 36, 0, 1, 15, 8, 1, 2, 1, 1326, 24, Army, 425, 69, 48, 5, 2, 1, 15, 0, 0, 24, 15, 9, 1, 0, 2274, 33
10/04/2014, Virginia Tech, 171, 57, 186, 27, 18, 8, 45, 0, 1, 20, 21, 8, 3, 2, 2463, 34, North Carolina, 125, 29, 198, 37, 18, 10, 62, 0, 1, 16, 13, 2, 4, 0, 1137, 17
10/04/2014, Eastern Michigan, 94, 37, 185, 30, 17, 7, 60, 0, 2, 18, 13, 5, 0, 0, 1566, 6, Akron, 197, 31, 355, 50, 33, 15, 124, 0, 0, 27, 15, 6, 3, 1, 2034, 31
10/04/2014, North Texas, 143, 35, 205, 34, 18, 2, 10, 0, 2, 22, 15, 6, 1, 1, 1610, 24, Indiana, 363, 44, 230, 29, 23, 6, 55, 0, 0, 22, 15, 8, 3, 2, 1990, 49
10/04/2014, Massachusetts, 165, 34, 389, 62, 35, 7, 60, 0, 2, 32, 15, 6, 5, 4, 1913, 41, Miami (Ohio), 120, 27, 437, 58, 32, 10, 95, 0, 0, 31, 12, 4, 3, 1, 1687, 42
10/04/2014, Tulsa, 127, 45, 263, 35, 18, 4, 30, 0, 2, 18, 19, 7, 2, 1, 2043, 17, Colorado State, 234, 31, 298, 26, 16, 7, 74, 0, 1, 17, 15, 8, 0, 0, 1557, 42
10/04/2014, North Carolina State, 121, 38, 35, 19, 4, 5, 45, 0, 0, 12, 14, 3, 0, 0, 1520, 0, Clemson, 226, 50, 267, 30, 17, 9, 103, 0, 0, 25, 19, 12, 1, 0, 2080, 41
10/04/2014, Wake Forest, 40, 39, 86, 22, 13, 7, 62, 0, 1, 10, 16, 4, 0, 0, 1897, 3, Florida State, 171, 33, 304, 41, 24, 5, 48, 0, 1, 23, 18, 10, 0, 0, 1703, 43
10/04/2014, Baylor, 278, 60, 111, 22, 7, 10, 95, 0, 0, 22, 18, 6, 6, 4, 1629, 28, Texas, 190, 40, 144, 34, 16, 5, 45, 0, 2, 20, 17, 6, 1, 0, 1971, 7
10/04/2014, Ohio, 89, 23, 98, 21, 7, 2, 18, 0, 0, 8, 12, 3, 1, 0, 1061, 10, Central Michigan, 234, 52, 233, 27, 17, 7, 51, 0, 0, 25, 17, 13, 0, 0, 2539, 28
10/04/2014, Buffalo, 234, 47, 134, 24, 16, 6, 70, 0, 1, 23, 13, 5, 2, 1, 2288, 35, Bowling Green, 187, 37, 321, 39, 20, 11, 82, 0, 1, 26, 14, 6, 0, 0, 1312, 36
10/04/2014, Oklahoma, 152, 42, 309, 36, 14, 7, 73, 0, 2, 19, 18, 7, 3, 2, 1897, 33, TCU, 151, 39, 318, 39, 20, 12, 90, 0, 1, 23, 18, 10, 0, 0, 1703, 37
10/04/2014, New Mexico, 283, 48, 87, 14, 9, 2, 30, 0, 0, 15, 15, 8, 2, 1, 1906, 21, UTSA, 112, 38, 229, 24, 14, 4, 35, 0, 2, 18, 12, 4, 2, 1, 1694, 9
10/04/2014, Wisconsin, 284, 37, 138, 29, 12, 6, 49, 0, 4, 19, 12, 4, 1, 1, 1767, 14, Northwestern, 203, 46, 182, 29, 15, 4, 20, 0, 0, 22, 16, 5, 2, 2, 1833, 20
10/04/2014, Stanford, 47, 32, 158, 36, 18, 9, 66, 0, 2, 14, 16, 5, 1, 0, 1812, 14, Notre Dame, 129, 32, 241, 43, 20, 1, 10, 0, 1, 21, 18, 6, 2, 1, 1788, 17
10/04/2014, Alabama, 168, 44, 228, 31, 19, 8, 52, 0, 1, 20, 16, 6, 1, 1, 2001, 17, Mississippi, 72, 32, 251, 31, 18, 3, 25, 0, 0, 16, 14, 6, 0, 0, 1599, 23
10/04/2014, Navy, 251, 55, 142, 16, 8, 5, 55, 0, 1, 20, 15, 6, 2, 2, 1857, 21, Air Force, 198, 48, 166, 17, 12, 6, 65, 0, 0, 18, 15, 6, 1, 1, 1743, 30
10/04/2014, Oregon State, 167, 32, 278, 37, 27, 5, 42, 0, 0, 22, 14, 6, 0, 0, 1979, 36, Colorado, 123, 28, 308, 49, 32, 6, 67, 0, 1, 25, 14, 6, 2, 0, 1621, 31
10/04/2014, Vanderbilt, 132, 36, 188, 31, 16, 4, 29, 0, 1, 15, 13, 2, 2, 1, 2134, 17, Georgia, 243, 35, 202, 22, 14, 2, 12, 0, 1, 20, 10, 4, 0, 0, 1466, 44
10/04/2014, Kansas, 65, 34, 111, 28, 13, 11, 101, 0, 0, 9, 17, 3, 0, 0, 1749, 14, West Virginia, 255, 42, 302, 37, 20, 5, 45, 0, 1, 25, 17, 8, 1, 0, 1851, 33
10/04/2014, Kent State, 83, 37, 244, 38, 20, 3, 27, 0, 0, 22, 16, 3, 2, 2, 2094, 14, Northern Illinois, 181, 39, 198, 25, 15, 9, 81, 0, 1, 15, 18, 9, 0, 0, 1506, 17
10/04/2014, South Alabama, 243, 46, 339, 28, 19, 10, 124, 0, 0, 28, 12, 5, 0, 0, 1858, 47, Appalachian State, 203, 38, 191, 36, 20, 8, 77, 0, 1, 25, 16, 8, 1, 0, 1742, 21
10/04/2014, Louisiana-Monroe, 72, 25, 276, 47, 27, 8, 69, 0, 0, 16, 16, 4, 2, 0, 1398, 14, Arkansas State, 288, 51, 284, 36, 21, 11, 110, 0, 2, 29, 13, 3, 3, 1, 2202, 28
10/04/2014, Georgia State, 138, 37, 287, 31, 20, 10, 79, 0, 0, 24, 14, 9, 2, 1, 1931, 31, Louisiana-Lafayette, 195, 32, 266, 31, 24, 13, 115, 0, 0, 21, 11, 7, 1, 1, 1669, 34
10/04/2014, LSU, 138, 36, 142, 24, 8, 5, 31, 0, 0, 13, 13, 0, 4, 1, 1649, 7, Auburn, 298, 49, 268, 25, 17, 7, 80, 0, 0, 25, 12, 6, 0, 0, 1951, 41
10/04/2014, Hawai'i, 144, 45, 117, 27, 12, 5, 40, 0, 1, 17, 18, 6, 2, 0, 1804, 14, Rice, 143, 44, 248, 23, 10, 3, 40, 0, 1, 17, 13, 4, 3, 1, 1796, 28
10/04/2014, Idaho, 176, 53, 347, 52, 33, 4, 35, 0, 2, 33, 21, 8, 5, 5, 2472, 30, Texas State, 390, 38, 76, 20, 11, 3, 18, 0, 2, 14, 14, 6, 2, 2, 1128, 35
10/04/2014, Toledo, 234, 36, 210, 27, 13, 4, 26, 0, 1, 20, 12, 3, 1, 1, 1334, 20, Western Michigan, 62, 32, 388, 38, 31, 3, 30, 0, 0, 20, 16, 6, 0, 0, 2266, 19
10/04/2014, Michigan, 158, 35, 178, 22, 13, 3, 30, 0, 1, 18, 11, 4, 0, 0, 1754, 24, Rutgers, 74, 30, 402, 40, 23, 9, 85, 0, 0, 18, 16, 8, 2, 0, 1846, 26
10/04/2014, UAB, 291, 64, 300, 25, 22, 7, 55, 0, 1, 32, 15, 10, 2, 2, 2180, 42, Western Kentucky, 184, 28, 319, 37, 25, 6, 50, 0, 0, 25, 10, 3, 3, 1, 1420, 39
10/04/2014, UTEP, 81, 36, 143, 28, 15, 5, 22, 0, 3, 12, 17, 5, 0, 0, 1955, 3, Louisiana Tech, 256, 43, 187, 17, 7, 4, 35, 0, 1, 19, 11, 5, 2, 1, 1645, 55
10/04/2014, Texas Tech, 46, 14, 301, 50, 27, 9, 89, 0, 4, 20, 12, 5, 2, 1, 1191, 13, Kansas State, 245, 50, 290, 31, 24, 1, 15, 0, 0, 29, 15, 9, 2, 1, 2409, 45
10/04/2014, Memphis, 299, 69, 311, 25, 18, 8, 72, 0, 0, 30, 21, 12, 1, 1, 2455, 41, Cincinnati, 97, 25, 255, 40, 16, 6, 55, 0, 1, 19, 12, 3, 1, 0, 1145, 14
10/04/2014, Miami (Florida), 107, 19, 245, 25, 16, 5, 38, 0, 2, 19, 5, 1, 1, 1, 1155, 17, Georgia Tech, 318, 65, 53, 7, 4, 7, 69, 0, 0, 21, 14, 9, 2, 2, 2445, 28
10/04/2014, Pittsburgh, 116, 35, 195, 30, 16, 10, 75, 0, 1, 19, 13, 4, 0, 0, 1819, 19, Virginia, 225, 43, 121, 17, 10, 6, 65, 0, 1, 18, 13, 5, 0, 0, 1781, 24
10/04/2014, Arizona State, 31, 22, 510, 46, 27, 5, 36, 0, 0, 24, 12, 3, 1, 1, 1362, 38, USC, 220, 50, 273, 45, 28, 9, 60, 0, 0, 28, 23, 11, 3, 2, 2238, 34
10/04/2014, South Carolina, 282, 48, 218, 37, 23, 4, 35, 0, 3, 32, 15, 9, 1, 1, 2060, 38, Kentucky, 239, 36, 208, 30, 20, 8, 80, 0, 0, 22, 11, 5, 0, 0, 1540, 45
10/04/2014, Georgia Southern, 419, 62, 18, 13, 3, 3, 35, 0, 0, 21, 15, 4, 2, 2, 1926, 36, New Mexico State, 183, 42, 334, 50, 35, 2, 10, 0, 3, 30, 16, 7, 3, 1, 1674, 28
10/04/2014, UNLV, 105, 31, 116, 28, 11, 3, 15, 0, 1, 12, 14, 3, 2, 1, 1279, 10, San Jose State, 277, 56, 265, 30, 20, 4, 45, 0, 0, 23, 20, 9, 3, 3, 2321, 33
10/04/2014, Nebraska, 47, 37, 282, 45, 21, 6, 48, 0, 2, 20, 15, 3, 2, 0, 1671, 22, Michigan State, 188, 44, 234, 29, 11, 9, 94, 0, 1, 17, 16, 4, 1, 1, 1929, 27
10/04/2014, Boise State, 224, 48, 346, 31, 26, 5, 63, 0, 1, 25, 16, 10, 0, 0, 2082, 51, Nevada, 156, 30, 306, 43, 23, 3, 22, 0, 4, 24, 13, 7, 1, 0, 1518, 46
10/04/2014, Utah, 242, 55, 100, 18, 12, 4, 40, 0, 0, 18, 18, 7, 0, 0, 1975, 30, UCLA, 137, 50, 269, 22, 16, 3, 29, 0, 1, 24, 12, 5, 0, 0, 1625, 28
10/04/2014, California, 62, 18, 527, 53, 37, 8, 34, 0, 0, 27, 12, 5, 2, 2, 1453, 60, Washington State, 78, 25, 734, 70, 49, 12, 121, 0, 0, 33, 15, 7, 3, 2, 2147, 59
